Trade #,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
933,Exit short,2026-04-23 02:35,Short Exit,4735.986,51.8,245123.9714,-200.1,-0.08,110.75,0.05,-200.1,-0.08,3332.66,33.33
933,Entry short,2026-04-23 02:20,Short,4732.123,51.8,245123.9714,-200.1,-0.08,110.75,0.05,-200.1,-0.08,3332.66,33.33
934,Exit long,2026-04-23 03:45,Long Exit,4738.299,52.47,248818.6166,-200.07,-0.08,182.75,0.07,-200.07,-0.08,3132.59,31.33
934,Entry long,2026-04-23 03:20,Long,4742.112,52.47,248818.6166,-200.07,-0.08,182.75,0.07,-200.07,-0.08,3132.59,31.33
935,Exit long,2026-04-23 06:05,Long Exit,4742.092,3030.3,14369764.42,196.97,0.00,196.97,0.00,0,0.00,3329.56,33.30
935,Entry long,2026-04-23 06:05,Long,4742.027,3030.3,14369764.42,196.97,0.00,196.97,0.00,0,0.00,3329.56,33.30
936,Exit short,2026-04-23 06:55,Short Exit,4726.208,49.24,232918.3963,199.91,0.09,199.91,0.09,-89.22,-0.04,3529.47,35.29
936,Entry short,2026-04-23 06:40,Short,4730.268,49.24,232918.3963,199.91,0.09,199.91,0.09,-89.22,-0.04,3529.47,35.29
937,Exit short,2026-04-23 08:00,Short Exit,4720.623,38.49,181896.7348,199.96,0.11,199.96,0.11,-161.16,-0.09,3729.43,37.29
937,Entry short,2026-04-23 07:00,Short,4725.818,38.49,181896.7348,199.96,0.11,199.96,0.11,-161.16,-0.09,3729.43,37.29
938,Exit short,2026-04-23 10:05,Short Exit,4715.888,44.83,211613.2008,199.94,0.09,199.94,0.09,0,0.00,3929.37,39.29
938,Entry short,2026-04-23 10:05,Short,4720.348,44.83,211613.2008,199.94,0.09,199.94,0.09,0,0.00,3929.37,39.29
939,Exit short,2026-04-23 10:40,Short Exit,4701.948,19.66,92640.23988,199.94,0.22,199.94,0.22,-124.29,-0.13,4129.31,41.29
939,Entry short,2026-04-23 10:10,Short,4712.118,19.66,92640.23988,199.94,0.22,199.94,0.22,-124.29,-0.13,4129.31,41.29
940,Exit short,2026-04-23 13:50,Short Exit,4713.356,15.51,72904.18113,-199.97,-0.27,123.74,0.17,-199.97,-0.27,3929.34,39.29
940,Entry short,2026-04-23 10:45,Short,4700.463,15.51,72904.18113,-199.97,-0.27,123.74,0.17,-199.97,-0.27,3929.34,39.29
941,Exit long,2026-04-23 16:20,Long Exit,4717.489,53.82,254095.3607,-200.1,-0.08,48.6,0.02,-200.1,-0.08,3729.24,37.29
941,Entry long,2026-04-23 16:20,Long,4721.207,53.82,254095.3607,-200.1,-0.08,48.6,0.02,-200.1,-0.08,3729.24,37.29
942,Exit short,2026-04-23 18:10,Short Exit,4686.948,23.75,111514.99,199.98,0.18,199.98,0.18,-184.82,-0.17,3929.22,39.29
942,Entry short,2026-04-23 17:05,Short,4695.368,23.75,111514.99,199.98,0.18,199.98,0.18,-184.82,-0.17,3929.22,39.29
943,Exit long,2026-04-23 22:00,Long Exit,4719.904,15.88,75152.05236,-199.98,-0.27,169.96,0.23,-199.98,-0.27,3729.24,37.29
943,Entry long,2026-04-23 20:05,Long,4732.497,15.88,75152.05236,-199.98,-0.27,169.96,0.23,-199.98,-0.27,3729.24,37.29
944,Exit long,2026-04-23 23:15,Long Exit,4738.837,25.95,122772.8754,199.94,0.16,199.94,0.16,-134.73,-0.11,3929.18,39.29
944,Entry long,2026-04-23 22:25,Long,4731.132,25.95,122772.8754,199.94,0.16,199.94,0.16,-134.73,-0.11,3929.18,39.29
945,Exit long,2026-04-24 01:00,Long Exit,4727.589,28.2,133518.0324,-200.02,-0.15,73.12,0.05,-200.02,-0.15,3729.16,37.29
945,Entry long,2026-04-24 00:45,Long,4734.682,28.2,133518.0324,-200.02,-0.15,73.12,0.05,-200.02,-0.15,3729.16,37.29
946,Exit short,2026-04-24 01:40,Short Exit,4682.473,12.6,59198.9958,199.84,0.34,199.84,0.34,0,0.00,3929,39.29
946,Entry short,2026-04-24 01:40,Short,4698.333,12.6,59198.9958,199.84,0.34,199.84,0.34,0,0.00,3929,39.29
947,Exit short,2026-04-24 01:50,Short Exit,4699.391,7.65,35750.38545,-199.96,-0.56,67.88,0.19,-199.96,-0.56,3729.04,37.29
947,Entry short,2026-04-24 01:45,Short,4673.253,7.65,35750.38545,-199.96,-0.56,67.88,0.19,-199.96,-0.56,3729.04,37.29
948,Exit short,2026-04-24 02:10,Short Exit,4717.776,26.87,126566.6477,-199.99,-0.16,16.34,0.01,-199.99,-0.16,3529.05,35.29
948,Entry short,2026-04-24 02:10,Short,4710.333,26.87,126566.6477,-199.99,-0.16,16.34,0.01,-199.99,-0.16,3529.05,35.29
949,Exit short,2026-04-24 02:55,Short Exit,4699.843,32.48,152850.815,199.91,0.13,199.91,0.13,-190.88,-0.12,3728.96,37.29
949,Entry short,2026-04-24 02:50,Short,4705.998,32.48,152850.815,199.91,0.13,199.91,0.13,-190.88,-0.12,3728.96,37.29
950,Exit short,2026-04-24 04:15,Short Exit,4688.968,19.11,89806.06908,199.89,0.22,199.89,0.22,-62.81,-0.07,3928.85,39.29
950,Entry short,2026-04-24 03:00,Short,4699.428,19.11,89806.06908,199.89,0.22,199.89,0.22,-62.81,-0.07,3928.85,39.29
951,Exit short,2026-04-24 07:15,Short Exit,4689.178,48.18,226124.543,199.95,0.09,199.95,0.09,-170.65,-0.08,4128.8,41.29
951,Entry short,2026-04-24 06:20,Short,4693.328,48.18,226124.543,199.95,0.09,199.95,0.09,-170.65,-0.08,4128.8,41.29
952,Exit long,2026-04-24 09:30,Long Exit,4696.124,24.07,113235.6782,-199.97,-0.18,163.63,0.14,-199.97,-0.18,3928.83,39.29
952,Entry long,2026-04-24 09:10,Long,4704.432,24.07,113235.6782,-199.97,-0.18,163.63,0.14,-199.97,-0.18,3928.83,39.29
953,Exit short,2026-04-24 10:45,Short Exit,4677.388,26.48,124057.1582,199.92,0.16,199.92,0.16,-164.1,-0.13,4128.75,41.29
953,Entry short,2026-04-24 10:25,Short,4684.938,26.48,124057.1582,199.92,0.16,199.92,0.16,-164.1,-0.13,4128.75,41.29
954,Exit short,2026-04-24 12:20,Short Exit,4666.578,22.62,105757.9552,199.96,0.19,199.96,0.19,-86.11,-0.08,4328.71,43.29
954,Entry short,2026-04-24 10:50,Short,4675.418,22.62,105757.9552,199.96,0.19,199.96,0.19,-86.11,-0.08,4328.71,43.29
955,Exit short,2026-04-24 13:15,Short Exit,4674.316,50.42,235478.9462,-200.07,-0.08,29.9,0.01,-200.07,-0.08,4128.64,41.29
955,Entry short,2026-04-24 13:10,Short,4670.348,50.42,235478.9462,-200.07,-0.08,29.9,0.01,-200.07,-0.08,4128.64,41.29
956,Exit short,2026-04-24 14:25,Short Exit,4671.288,36.89,172523.7581,199.94,0.12,199.94,0.12,0,0.00,4328.59,43.29
956,Entry short,2026-04-24 14:20,Short,4676.708,36.89,172523.7581,199.94,0.12,199.94,0.12,0,0.00,4328.59,43.29
957,Exit short,2026-04-24 14:50,Short Exit,4674.156,37.8,176483.0214,-200.08,-0.11,68.34,0.04,-200.08,-0.11,4128.51,41.29
957,Entry short,2026-04-24 14:50,Short,4668.863,37.8,176483.0214,-200.08,-0.11,68.34,0.04,-200.08,-0.11,4128.51,41.29
958,Exit short,2026-04-24 15:00,Short Exit,4676.551,40.47,189059.9758,-200.04,-0.11,21.17,0.01,-200.04,-0.11,3928.47,39.28
958,Entry short,2026-04-24 15:00,Short,4671.608,40.47,189059.9758,-200.04,-0.11,21.17,0.01,-200.04,-0.11,3928.47,39.28
959,Exit long,2026-04-24 16:35,Long Exit,4685.339,29.91,140338.5276,-200.04,-0.14,165.19,0.12,-200.04,-0.14,3728.43,37.28
959,Entry long,2026-04-24 15:50,Long,4692.027,29.91,140338.5276,-200.04,-0.14,165.19,0.12,-200.04,-0.14,3728.43,37.28
960,Exit long,2026-04-24 17:05,Long Exit,4693.512,48.41,227012.9826,199.93,0.09,199.93,0.09,-75.62,-0.03,3928.36,39.28
960,Entry long,2026-04-24 16:40,Long,4689.382,48.41,227012.9826,199.93,0.09,199.93,0.09,-75.62,-0.03,3928.36,39.28
961,Exit long,2026-04-24 17:20,Long Exit,4691.269,46.44,218062.5959,-200.06,-0.09,54.94,0.03,-200.06,-0.09,3728.3,37.28
961,Entry long,2026-04-24 17:15,Long,4695.577,46.44,218062.5959,-200.06,-0.09,54.94,0.03,-200.06,-0.09,3728.3,37.28
962,Exit long,2026-04-24 20:45,Long Exit,4692.854,10.46,49287.12252,-199.87,-0.41,57.3,0.12,-199.87,-0.41,3528.43,35.28
962,Entry long,2026-04-24 19:25,Long,4711.962,10.46,49287.12252,-199.87,-0.41,57.3,0.12,-199.87,-0.41,3528.43,35.28
963,Exit long,2026-04-24 21:45,Long Exit,4717.297,15.56,73201.27312,199.87,0.27,199.87,0.27,0,0.00,3728.3,37.28
963,Entry long,2026-04-24 21:40,Long,4704.452,15.56,73201.27312,199.87,0.27,199.87,0.27,0,0.00,3728.3,37.28
964,Exit long,2026-04-24 22:05,Long Exit,4720.842,25.09,118245.9585,199.97,0.17,199.97,0.17,-149.34,-0.13,3928.27,39.28
964,Entry long,2026-04-24 22:00,Long,4712.872,25.09,118245.9585,199.97,0.17,199.97,0.17,-149.34,-0.13,3928.27,39.28
965,Exit long,2026-04-25 04:00,Long Exit,4712.759,10.91,51616.21372,-200.01,-0.39,103.4,0.20,-200.01,-0.39,3728.25,37.28
965,Entry long,2026-04-24 22:10,Long,4731.092,10.91,51616.21372,-200.01,-0.39,103.4,0.20,-200.01,-0.39,3728.25,37.28
966,Exit short,2026-04-27 06:00,Short Exit,4696.875,31.89,150244.0905,460.75,0.31,460.75,0.31,0,0.00,4189,41.89
966,Entry short,2026-04-25 04:05,Short,4711.323,31.89,150244.0905,460.75,0.31,460.75,0.31,0,0.00,4189,41.89
967,Exit short,2026-04-27 08:45,Short Exit,4681.681,46.28,216468.1282,-200.07,-0.09,23.51,0.01,-200.07,-0.09,3988.93,39.89
967,Entry short,2026-04-27 08:35,Short,4677.358,46.28,216468.1282,-200.07,-0.09,23.51,0.01,-200.07,-0.09,3988.93,39.89
968,Exit short,2026-04-27 16:40,Short Exit,4710.191,66.53,313168.885,-200.12,-0.06,105.65,0.03,-200.12,-0.06,3788.81,37.89
968,Entry short,2026-04-27 16:40,Short,4707.183,66.53,313168.885,-200.12,-0.06,105.65,0.03,-200.12,-0.06,3788.81,37.89
969,Exit short,2026-04-27 17:30,Short Exit,4701.303,35.93,169117.7672,199.95,0.12,199.95,0.12,-69.96,-0.04,3988.76,39.89
969,Entry short,2026-04-27 16:55,Short,4706.868,35.93,169117.7672,199.95,0.12,199.95,0.12,-69.96,-0.04,3988.76,39.89
970,Exit short,2026-04-27 18:20,Short Exit,4704.516,71.53,336313.8885,-200.14,-0.06,146.14,0.04,-200.14,-0.06,3788.62,37.89
970,Entry short,2026-04-27 18:15,Short,4701.718,71.53,336313.8885,-200.14,-0.06,146.14,0.04,-200.14,-0.06,3788.62,37.89
971,Exit short,2026-04-27 19:15,Short Exit,4700.873,62.97,296213.9026,199.93,0.07,199.93,0.07,0,0.00,3988.55,39.89
971,Entry short,2026-04-27 19:15,Short,4704.048,62.97,296213.9026,199.93,0.07,199.93,0.07,0,0.00,3988.55,39.89
972,Exit short,2026-04-27 20:00,Short Exit,4705.841,39.55,185915.9677,-200.04,-0.11,16.93,0.01,-200.04,-0.11,3788.51,37.89
972,Entry short,2026-04-27 19:40,Short,4700.783,39.55,185915.9677,-200.04,-0.11,16.93,0.01,-200.04,-0.11,3788.51,37.89
973,Exit short,2026-04-27 20:40,Short Exit,4700.293,52.13,245226.1926,199.92,0.08,199.92,0.08,0,0.00,3988.42,39.88
973,Entry short,2026-04-27 20:35,Short,4704.128,52.13,245226.1926,199.92,0.08,199.92,0.08,0,0.00,3988.42,39.88
974,Exit short,2026-04-27 21:15,Short Exit,4702.991,34.06,159983.8391,-200.03,-0.13,124.42,0.08,-200.03,-0.13,3788.39,37.88
974,Entry short,2026-04-27 21:00,Short,4697.118,34.06,159983.8391,-200.03,-0.13,124.42,0.08,-200.03,-0.13,3788.39,37.88
975,Exit short,2026-04-27 22:30,Short Exit,4685.073,22.63,106223.138,199.94,0.19,199.94,0.19,-82.31,-0.08,3988.33,39.88
975,Entry short,2026-04-27 21:35,Short,4693.908,22.63,106223.138,199.94,0.19,199.94,0.19,-82.31,-0.08,3988.33,39.88
976,Exit short,2026-04-27 22:50,Short Exit,4687.283,58.46,274218.4974,199.93,0.07,199.93,0.07,0,0.00,4188.26,41.88
976,Entry short,2026-04-27 22:50,Short,4690.703,58.46,274218.4974,199.93,0.07,199.93,0.07,0,0.00,4188.26,41.88
977,Exit short,2026-04-27 23:05,Short Exit,4668.028,16.63,77829.19824,199.89,0.26,199.89,0.26,0,0.00,4388.15,43.88
977,Entry short,2026-04-27 22:55,Short,4680.048,16.63,77829.19824,199.89,0.26,199.89,0.26,0,0.00,4388.15,43.88
978,Exit short,2026-04-28 01:15,Short Exit,4669.563,44.28,206968.1738,199.92,0.10,199.92,0.10,-69.61,-0.03,4588.08,45.88
978,Entry short,2026-04-28 01:05,Short,4674.078,44.28,206968.1738,199.92,0.10,199.92,0.10,-69.61,-0.03,4588.08,45.88
979,Exit short,2026-04-28 03:35,Short Exit,4677.668,65.23,305322.9742,198.69,0.07,198.69,0.07,-133.79,-0.04,4786.77,47.87
979,Entry short,2026-04-28 03:00,Short,4680.714,65.23,305322.9742,198.69,0.07,198.69,0.07,-133.79,-0.04,4786.77,47.87
980,Exit short,2026-04-28 04:00,Short Exit,4681.411,92.76,434047.5083,-200.18,-0.05,11.87,0.00,-200.18,-0.05,4586.59,45.87
980,Entry short,2026-04-28 03:55,Short,4679.253,92.76,434047.5083,-200.18,-0.05,11.87,0.00,-200.18,-0.05,4586.59,45.87
981,Exit short,2026-04-28 04:55,Short Exit,4681.581,67.77,317070.6196,-200.12,-0.06,73.06,0.02,-200.12,-0.06,4386.47,43.86
981,Entry short,2026-04-28 04:05,Short,4678.628,67.77,317070.6196,-200.12,-0.06,73.06,0.02,-200.12,-0.06,4386.47,43.86
982,Exit long,2026-04-28 06:35,Long Exit,4687.479,110.43,517838.5156,-200.21,-0.04,49.47,0.01,-200.21,-0.04,4186.26,41.86
982,Entry long,2026-04-28 06:30,Long,4689.292,110.43,517838.5156,-200.21,-0.04,49.47,0.01,-200.21,-0.04,4186.26,41.86
983,Exit long,2026-04-28 08:55,Long Exit,4691.704,66.75,313371.3585,-200.12,-0.06,2.87,0.00,-200.12,-0.06,3986.14,39.86
983,Entry long,2026-04-28 08:45,Long,4694.702,66.75,313371.3585,-200.12,-0.06,2.87,0.00,-200.12,-0.06,3986.14,39.86
984,Exit short,2026-04-28 13:05,Short Exit,4657.783,17.1,79847.9883,199.9,0.25,199.9,0.25,-180.27,-0.23,4186.04,41.86
984,Entry short,2026-04-28 10:00,Short,4669.473,17.1,79847.9883,199.9,0.25,199.9,0.25,-180.27,-0.23,4186.04,41.86
985,Exit short,2026-04-28 15:50,Short Exit,4625.748,29.08,134716.6768,199.93,0.15,199.93,0.15,-112.16,-0.08,4385.96,43.86
985,Entry short,2026-04-28 15:10,Short,4632.623,29.08,134716.6768,199.93,0.15,199.93,0.15,-112.16,-0.08,4385.96,43.86
986,Exit short,2026-04-28 16:30,Short Exit,4633.591,12.43,57395.62444,-199.91,-0.35,34.28,0.06,-199.91,-0.35,4186.05,41.86
986,Entry short,2026-04-28 16:05,Short,4617.508,12.43,57395.62444,-199.91,-0.35,34.28,0.06,-199.91,-0.35,4186.05,41.86
987,Exit short,2026-04-28 17:20,Short Exit,4617.618,46.77,216165.9356,199.94,0.09,199.94,0.09,0,0.00,4385.99,43.86
987,Entry short,2026-04-28 17:20,Short,4621.893,46.77,216165.9356,199.94,0.09,199.94,0.09,0,0.00,4385.99,43.86
988,Exit short,2026-04-28 17:55,Short Exit,4605.038,23.17,106898.6876,199.96,0.19,199.96,0.19,-132.58,-0.12,4585.95,45.86
988,Entry short,2026-04-28 17:25,Short,4613.668,23.17,106898.6876,199.96,0.19,199.96,0.19,-132.58,-0.12,4585.95,45.86
989,Exit short,2026-04-28 18:00,Short Exit,4611.921,27.6,127088.9748,-200.04,-0.16,7.95,0.01,-200.04,-0.16,4385.91,43.86
989,Entry short,2026-04-28 18:00,Short,4604.673,27.6,127088.9748,-200.04,-0.16,7.95,0.01,-200.04,-0.16,4385.91,43.86
990,Exit short,2026-04-28 18:50,Short Exit,4609.668,61.8,285077.4054,199.92,0.07,199.92,0.07,-184.29,-0.06,4585.83,45.86
990,Entry short,2026-04-28 18:45,Short,4612.903,61.8,285077.4054,199.92,0.07,199.92,0.07,-184.29,-0.06,4585.83,45.86
991,Exit short,2026-04-28 19:00,Short Exit,4602.388,33.32,153551.4882,199.92,0.13,199.92,0.13,0,0.00,4785.75,47.86
991,Entry short,2026-04-28 18:55,Short,4608.388,33.32,153551.4882,199.92,0.13,199.92,0.13,0,0.00,4785.75,47.86
992,Exit short,2026-04-28 19:20,Short Exit,4595.103,35.58,163693.7243,199.96,0.12,199.96,0.12,0,0.00,4985.71,49.86
992,Entry short,2026-04-28 19:10,Short,4600.723,35.58,163693.7243,199.96,0.12,199.96,0.12,0,0.00,4985.71,49.86
993,Exit short,2026-04-28 19:35,Short Exit,4578.398,18.4,84442.4392,199.92,0.24,199.92,0.24,0,0.00,5185.62,51.86
993,Entry short,2026-04-28 19:35,Short,4589.263,18.4,84442.4392,199.92,0.24,199.92,0.24,0,0.00,5185.62,51.86
994,Exit short,2026-04-28 20:20,Short Exit,4591.846,8.72,39840.96496,-199.93,-0.50,120.19,0.30,-199.93,-0.50,4985.69,49.86
994,Entry short,2026-04-28 19:40,Short,4568.918,8.72,39840.96496,-199.93,-0.50,120.19,0.30,-199.93,-0.50,4985.69,49.86
995,Exit short,2026-04-28 21:05,Short Exit,4574.128,19.3,88480.2517,199.58,0.23,199.58,0.23,-1.66,0.00,5185.27,51.85
995,Entry short,2026-04-28 21:05,Short,4584.469,19.3,88480.2517,199.58,0.23,199.58,0.23,-1.66,0.00,5185.27,51.85
996,Exit short,2026-04-28 21:25,Short Exit,4584.556,15.4,70402.2242,-199.94,-0.28,4.05,0.01,-199.94,-0.28,4985.34,49.85
996,Entry short,2026-04-28 21:10,Short,4571.573,15.4,70402.2242,-199.94,-0.28,4.05,0.01,-199.94,-0.28,4985.34,49.85
997,Exit short,2026-04-28 23:00,Short Exit,4580.881,13.04,59534.74592,-199.94,-0.34,106.77,0.18,-199.94,-0.34,4785.39,47.85
997,Entry short,2026-04-28 22:05,Short,4565.548,13.04,59534.74592,-199.94,-0.34,106.77,0.18,-199.94,-0.34,4785.39,47.85
998,Exit short,2026-04-28 23:35,Short Exit,4577.866,29.71,135808.3614,-200.04,-0.15,0.83,0.00,-200.04,-0.15,4585.36,45.85
998,Entry short,2026-04-28 23:35,Short,4571.133,29.71,135808.3614,-200.04,-0.15,0.83,0.00,-200.04,-0.15,4585.36,45.85
999,Exit long,2026-04-29 02:50,Long Exit,4596.134,100.45,461881.8572,-200.2,-0.04,80.66,0.02,-200.2,-0.04,4385.16,43.85
999,Entry long,2026-04-29 02:45,Long,4598.127,100.45,461881.8572,-200.2,-0.04,80.66,0.02,-200.2,-0.04,4385.16,43.85
1000,Exit long,2026-04-29 03:50,Long Exit,4596.514,84.17,387088.7396,-200.16,-0.05,108.41,0.03,-200.16,-0.05,4185,41.85
1000,Entry long,2026-04-29 03:40,Long,4598.892,84.17,387088.7396,-200.16,-0.05,108.41,0.03,-200.16,-0.05,4185,41.85
1001,Exit long,2026-04-29 04:15,Long Exit,4594.974,98.96,454918.8231,-200.2,-0.04,163.58,0.04,-200.2,-0.04,3984.81,39.85
1001,Entry long,2026-04-29 04:05,Long,4596.997,98.96,454918.8231,-200.2,-0.04,163.58,0.04,-200.2,-0.04,3984.81,39.85
1002,Exit long,2026-04-29 06:50,Long Exit,4592.974,65.12,299294.8411,-200.37,-0.07,175.43,0.06,-200.37,-0.07,3784.43,37.84
1002,Entry long,2026-04-29 04:55,Long,4596.051,65.12,299294.8411,-200.37,-0.07,175.43,0.06,-200.37,-0.07,3784.43,37.84
1003,Exit long,2026-04-29 08:15,Long Exit,4605.109,57.78,266283.2902,-200.09,-0.08,113.42,0.04,-200.09,-0.08,3584.34,35.84
1003,Entry long,2026-04-29 08:10,Long,4608.572,57.78,266283.2902,-200.09,-0.08,113.42,0.04,-200.09,-0.08,3584.34,35.84
1004,Exit long,2026-04-29 08:35,Long Exit,4599.879,75.15,345881.0313,-200.12,-0.06,42.69,0.01,-200.12,-0.06,3384.22,33.84
1004,Entry long,2026-04-29 08:35,Long,4602.542,75.15,345881.0313,-200.12,-0.06,42.69,0.01,-200.12,-0.06,3384.22,33.84
1005,Exit short,2026-04-29 09:30,Short Exit,4585.961,36.55,167416.8364,-200.04,-0.12,44.7,0.03,-200.04,-0.12,3184.18,31.84
1005,Entry short,2026-04-29 09:30,Short,4580.488,36.55,167416.8364,-200.04,-0.12,44.7,0.03,-200.04,-0.12,3184.18,31.84
1006,Exit short,2026-04-29 10:00,Short Exit,4591.556,21.21,97186.93488,-199.97,-0.21,34,0.03,-199.97,-0.21,2984.21,29.84
1006,Entry short,2026-04-29 09:50,Short,4582.128,21.21,97186.93488,-199.97,-0.21,34,0.03,-199.97,-0.21,2984.21,29.84
1007,Exit long,2026-04-29 11:30,Long Exit,4596.394,48.7,224044.4474,-200.06,-0.09,141.86,0.06,-200.06,-0.09,2784.15,27.84
1007,Entry long,2026-04-29 11:10,Long,4600.502,48.7,224044.4474,-200.06,-0.09,141.86,0.06,-200.06,-0.09,2784.15,27.84
1008,Exit long,2026-04-29 12:10,Long Exit,4601.812,63.17,290496.531,199.93,0.07,199.93,0.07,0,0.00,2984.08,29.84
1008,Entry long,2026-04-29 12:05,Long,4598.647,63.17,290496.531,199.93,0.07,199.93,0.07,0,0.00,2984.08,29.84
1009,Exit long,2026-04-29 13:00,Long Exit,4606.677,42.58,195952.3936,199.91,0.10,199.91,0.10,-11.58,-0.01,3184,31.84
1009,Entry long,2026-04-29 12:30,Long,4601.982,42.58,195952.3936,199.91,0.10,199.91,0.10,-11.58,-0.01,3184,31.84
1010,Exit short,2026-04-29 17:35,Short Exit,4563.518,23.21,106119.2069,199.95,0.19,199.95,0.19,0,0.00,3383.95,33.84
1010,Entry short,2026-04-29 17:25,Short,4572.133,23.21,106119.2069,199.95,0.19,199.95,0.19,0,0.00,3383.95,33.84
1011,Exit short,2026-04-29 17:50,Short Exit,4551.903,28.91,131795.4284,199.91,0.15,199.91,0.15,-100.38,-0.08,3583.86,35.84
1011,Entry short,2026-04-29 17:45,Short,4558.818,28.91,131795.4284,199.91,0.15,199.91,0.15,-100.38,-0.08,3583.86,35.84
1012,Exit short,2026-04-29 18:50,Short Exit,4570.711,43.94,200636.9825,-200.06,-0.10,57.47,0.03,-200.06,-0.10,3383.8,33.84
1012,Entry short,2026-04-29 18:45,Short,4566.158,43.94,200636.9825,-200.06,-0.10,57.47,0.03,-200.06,-0.10,3383.8,33.84
1013,Exit short,2026-04-29 19:25,Short Exit,4568.551,49.8,227313.7434,-200.1,-0.09,13.35,0.01,-200.1,-0.09,3183.71,31.84
1013,Entry short,2026-04-29 19:25,Short,4564.533,49.8,227313.7434,-200.1,-0.09,13.35,0.01,-200.1,-0.09,3183.71,31.84
1014,Exit short,2026-04-29 20:05,Short Exit,4567.221,38.49,175592.2653,-200.07,-0.11,106.73,0.06,-200.07,-0.11,2983.64,29.84
1014,Entry short,2026-04-29 19:50,Short,4562.023,38.49,175592.2653,-200.07,-0.11,106.73,0.06,-200.07,-0.11,2983.64,29.84
1015,Exit short,2026-04-29 20:30,Short Exit,4556.193,34.56,157661.9597,199.93,0.13,199.93,0.13,0,0.00,3183.57,31.84
1015,Entry short,2026-04-29 20:25,Short,4561.978,34.56,157661.9597,199.93,0.13,199.93,0.13,0,0.00,3183.57,31.84
1016,Exit short,2026-04-29 21:30,Short Exit,4533.668,17.82,80989.90416,199.94,0.25,199.94,0.25,-156.14,-0.19,3383.51,33.84
1016,Entry short,2026-04-29 20:55,Short,4544.888,17.82,80989.90416,199.94,0.25,199.94,0.25,-156.14,-0.19,3383.51,33.84
1017,Exit short,2026-04-29 22:50,Short Exit,4539.026,32.4,146864.4372,-200.01,-0.14,23.26,0.02,-200.01,-0.14,3183.5,31.84
1017,Entry short,2026-04-29 22:50,Short,4532.853,32.4,146864.4372,-200.01,-0.14,23.26,0.02,-200.01,-0.14,3183.5,31.84
1018,Exit short,2026-04-30 02:30,Short Exit,4521.253,19.09,86510.68752,199.97,0.23,199.97,0.23,-158.77,-0.18,3383.47,33.83
1018,Entry short,2026-04-30 02:10,Short,4531.728,19.09,86510.68752,199.97,0.23,199.97,0.23,-158.77,-0.18,3383.47,33.83
1019,Exit short,2026-04-30 02:45,Short Exit,4529.211,23.49,106191.196,-199.97,-0.19,55.51,0.05,-199.97,-0.19,3183.5,31.83
1019,Entry short,2026-04-30 02:45,Short,4520.698,23.49,106191.196,-199.97,-0.19,55.51,0.05,-199.97,-0.19,3183.5,31.83
1020,Exit short,2026-04-30 03:45,Short Exit,4545.281,26.57,120568.0972,-200.02,-0.17,0.08,0.00,-200.02,-0.17,2983.48,29.83
1020,Entry short,2026-04-30 03:35,Short,4537.753,26.57,120568.0972,-200.02,-0.17,0.08,0.00,-200.02,-0.17,2983.48,29.83
1021,Exit long,2026-04-30 07:45,Long Exit,4555.757,50.68,230685.8322,199.93,0.09,199.93,0.09,-115.91,-0.05,3183.41,31.83
1021,Entry long,2026-04-30 06:50,Long,4551.812,50.68,230685.8322,199.93,0.09,199.93,0.09,-115.91,-0.05,3183.41,31.83
1022,Exit long,2026-04-30 19:50,Long Exit,4628.854,30.74,142491.0279,-200.06,-0.14,2.4,0.00,-200.06,-0.14,2983.36,29.83
1022,Entry long,2026-04-30 19:50,Long,4635.362,30.74,142491.0279,-200.06,-0.14,2.4,0.00,-200.06,-0.14,2983.36,29.83
1023,Exit long,2026-04-30 20:15,Long Exit,4629.604,27.79,128856.7276,-200.03,-0.16,23.98,0.02,-200.03,-0.16,2783.32,27.83
1023,Entry long,2026-04-30 20:05,Long,4636.802,27.79,128856.7276,-200.03,-0.16,23.98,0.02,-200.03,-0.16,2783.32,27.83
1024,Exit long,2026-04-30 21:15,Long Exit,4645.407,20.54,95216.70288,199.96,0.21,199.96,0.21,-20.38,-0.02,2983.28,29.83
1024,Entry long,2026-04-30 20:55,Long,4635.672,20.54,95216.70288,199.96,0.21,199.96,0.21,-20.38,-0.02,2983.28,29.83
1025,Exit short,2026-05-01 00:15,Short Exit,4605.993,21.46,99044.50968,199.9,0.20,199.9,0.20,-55.84,-0.06,3183.18,31.83
1025,Entry short,2026-04-30 23:40,Short,4615.308,21.46,99044.50968,199.9,0.20,199.9,0.20,-55.84,-0.06,3183.18,31.83
1026,Exit long,2026-05-01 03:20,Long Exit,4621.044,58.2,269144.8524,-200.09,-0.07,170.7,0.06,-200.09,-0.07,2983.09,29.83
1026,Entry long,2026-05-01 02:55,Long,4624.482,58.2,269144.8524,-200.09,-0.07,170.7,0.06,-200.09,-0.07,2983.09,29.83
1027,Exit long,2026-05-01 03:50,Long Exit,4616.944,42.31,195542.9423,-200.04,-0.10,69.52,0.04,-200.04,-0.10,2783.05,27.83
1027,Entry long,2026-05-01 03:40,Long,4621.672,42.31,195542.9423,-200.04,-0.10,69.52,0.04,-200.04,-0.10,2783.05,27.83
